elapse,timeToServe,timeOfInvoke
31064372019,26183,120659232
31083645202,65068,118941451
31083656969,118948,118878447
31094229627,19299,119816246
31094259550,12620,119874589
31104088009,50493,120047460
31143647562,24165,119696182
31163918422,74478,120098614
31183849473,14226,119442543
31193688613,46467,119528897
31193720904,42680,119588577
31224180007,84078,120024165
31234216057,291518,119839897
31244287546,102357,120556585
31263695897,32316,119989693
31293715551,103627,120100136
31304091885,39679,120208743
31304111367,35100,120240585
31323799342,148019,119497675
31353764808,170893,119439131
31363838288,71689,119471090
31363850901,76956,119492715
31373416608,54799,119148016
31413473525,37602,119776499
31413524271,133397,119746137
31413550312,155648,119749972
31423639374,16879,119510342
31443919441,55078,120030719
31443956961,57218,120067520
31453739539,41226,120775616
31463753099,20619,119869164
31463770271,39082,119862044
31463772434,69563,119833607
31494332641,38143,120859928
31503755439,59962,119801309
31523791982,67536,119993805
31543517694,61861,119790830
31554580337,81476,120120203
31563593140,7544,119602642
31563667988,12093,119696964
31573511650,35875,119758205
31584142068,12687,120338175
31614610244,28586,120278886
31623273874,19983,119489682
31623289903,35538,119500918
31623305436,39692,119512870
31633910496,697009,119253760
31653287255,59855,119983751
31664286109,77793,120705483
31674368634,25763,119752434
31674379464,13972,119778641
31694625270,9802,121036308
31704258025,18996,120086045
31716053523,48218,120763332
31724219853,88033,120003787
31744160654,71579,120818191
31744228756,113325,120848633
31744264221,89107,120908183
31773701351,61891,120359967
31803965966,40431,119824856
31814266129,116013,119560035
31814312186,154294,119594177
31823435451,51970,119116804
31833945946,1375870,117701686
31843897778,72179,119653114
31853635503,103031,119609674
31863959873,11457,119670128
31883909772,75668,120812523
31893469113,47849,119687357
31893500136,40767,119748499
31913917641,55715,120295447
31923474372,53989,119447513
31963634609,26467,119705874
31973095550,41583,119313994
31973120654,37674,119349959
31994504852,79037,120874018
31994524587,88666,120860677
32034712462,619684,120112890
32034732701,568577,120190123
32042854219,24335,119289563
32053292284,42355,119058090
32053307106,53865,119022035
32053317033,46144,119067802
32064280903,48316,119443210
32094302365,72221,121088034
32143596042,26747,120221533
32152981238,29913,118231244
32163979386,32490,121091791
32164026030,65113,121104242
32173902862,19517,120585755
32183198027,81469,118860849
32183220501,89884,118903485
32202853864,101114,119405205
32214585000,157004,120153362
32214627875,162161,120220994
32233931263,586012,119952304
32253732811,60336,119135985
32253796902,73175,119160473
32273939407,7277,120903493
32293178629,8434,119215122
32313938306,76900,120175306
32333132266,500536,118486369
32333148784,498661,118513363
32344505698,38278,120417373
32364562684,70915,121029547
32374479658,91526,120665906
32403169932,53690,119438359
32423107921,44325,118212499
32453190342,102817,119939629
32453231067,114923,119958659
32503435412,87629,119083020
32503468791,86279,119169424
32514539685,79286,120440189
32524299196,29622,121086184
32534008123,405160,119981525
32543497803,51166,120338814
32604590848,161442,120169505
32604656823,43420,120379165
32604672019,71426,120375045
32604674361,168623,120280752
32614305732,44742,120357418
32623762117,117294,120268484
32633690754,427572,119070951
32644374237,7723,120044599
32644392113,4842,120066725
32673500999,44567,120246246
32703546959,88194,118314729
32703564135,55243,118323344
32723305516,35207,118552869
32734999616,384182,120600996
32735048033,386145,120685951
32764295990,6983,119879409
32783491098,66856,120110447
32793891871,73714,120291532
32793915887,108133,120268950
32804076732,78988,118651840
32854184980,51398,119102614
32864057406,28194,120817260
32874037258,73778,120396075
32874049531,79956,120406828
32904040600,54537,120484338
32914895314,52812,120883711
32973551438,12646,119302418
32983729059,14353,119668958
33023708459,27610,119627606
33044012076,104792,120311291
33073600318,80321,119526083
33084754879,85238,121591030
33104721494,43704,120945294
33154020248,122022,120412108
33224197556,72233,119423364
33274358210,35905,120264485
33274602202,41289,120412579
33283601046,68097,119555900
33283635348,99731,119630916
33293744007,39865,119289488
33313920259,45168,119905251
33334549114,1186267,119715277
33342773227,39036,118540281
33373749223,60068,119840226
33383352916,36538,119542683
33403527291,73797,119835989
33414991050,31440,121137531
33433525283,327846,119563616
33444283623,53908,120695400
33454647304,21914,120005717
33524496335,47837,120910097
33633933151,337011,119520340
33673757523,58309,120434014
33673853726,55504,120536873
33704091481,78975,120688214
33714341550,39785,120223278
33773804971,34132,120741761
33773913388,59985,120841166
33783356617,17408,120266052
33793510383,157131,119599029
33844620125,110978,120922568
33853501101,141781,119227591
33904313470,23453,120920308
33953301959,32470,118707920
33994210990,27370,120811645
34014708556,55451,120111399
34034110130,896973,118352853
34133405448,1158203,118617376
34173380775,33041,120446165
34203438159,31853,120281955
34203538781,59440,120353185
34214494907,18388,120667848
34223437332,114527,119289665
34324330154,57611,120852300
34354166469,69502,119029190
34433067380,90547,118503217
34483518231,87514,119215356
34583297294,59031,119377326
34605051616,14995,121445990
34624963689,53261,121256560
34644402422,113879,120545425
34824031205,120805,119899361
35034994151,657803,120623193
40273886414,65981,119715044
40274015309,85111,119904364
40304026661,91193,120591933
40313775539,58449,119589307
40323682648,55969,119679414
40333612292,840612,119522595
40343677057,150436,119310461
40393729257,20020078,119668124
40393793060,29780615,119811107
40423910322,10346795,119751333
40433770337,20009620,119933372
40453602470,52247,119954388
40453610877,108255,119916298
40483290493,78308,120169220
40523868210,93171,119995410
40573976149,56960,120293341
40594837737,120302,120977007
40616147635,70827,122414003
40623021804,99488,118819788
40633456141,730823,119426858
40644413880,104970,120444097
40654269867,101413,120776782
40694248685,29987098,120228979
40715255328,72501,120296158
40733166254,12054591,116913568
40754236541,31752,120685573
40754371871,41217,120885159
40775376730,47982,121005961
40775471406,62480,121052867
40814516666,10936946,120227718
40833718684,882291,118315187
40854218274,9622223,120977578
40873188686,10466660,118816468
40873296108,10550988,118805879
40894244694,20983273,118799803
40894338869,21047489,118823104
40934179623,60097249,119605583
40954327057,70115395,120613715
40954348530,58292670,120621727
40973486973,78811942,119226503
40993286794,88925824,119987509
40993341836,79509749,120039971
41014179042,60605995,119866345
41014239361,60647398,119887887
41054132954,90513726,120126340
41054147871,70468726,120083292
41054169578,50581466,119982147
41054173450,60927344,120021126
41073717211,60102512,119360403
41073744430,40780486,119380549
41094030895,48550352,120492963
41114077902,59282774,120682069
41114145445,68317634,120806187
41133962532,69822808,119737364
41153774433,94809,119983312
41173682699,39154,119484228
41194640496,52924,120857288
41223501298,87740,119271114
41234369124,506463,120203190
41243972860,81384,120905464
41264475375,39692,121045550
41274906829,55767,121091792
41293377948,9477,119657183
41293393767,27867,119676806
41304279720,64080,120817276
41314219355,89874,119496847
41324306555,85960,120902129
41333865917,996394,117819520
41354117529,22555,119695570
41383795340,89677,119253103
41383815653,93663,119271013
41393105926,121765,118085890
41393117395,132988,118108734
41424347644,7411,120019485
41424376093,26577,120060934
41462921265,64695,119646101
41462935626,53606,119621128
41473526106,7494,119384792
41523764566,99397,119610514
41523777166,156996,119637859
41563678899,66941,120562485
41614396274,50459,120380159
41654544458,22592,121042533
41664441375,21314,120113084
41783786932,52389,119362149
41783802337,80662,119353275
41833504248,562250,119725528
41872932161,70271,118739359
41883475319,74998,118881347
41943320261,26152,119387899
41963852686,54949,119974227
41973466017,26515,118947005
41983825231,50728,120186428
41993731852,76012,120769530
42023795954,91560,120366938
42033729860,516721,118193138
42053035806,48902,118953189
42083751647,26474,119856671
42104574494,23874,120684641
42123715113,63272,120400008
42133434259,630392,119031134
42133453256,573612,119109794
42143960382,9757,120116236
42183508607,69068,120019929
42203865681,27129,120049233
42214146355,69825,120350697
42223301535,80916,118658049
42244129809,27985,120415903
42274077201,67308,120647324
42333940384,515026,118995241
42343945758,38001,120654202
42353678241,30514,119528813
42363113488,53353,118929614
42363185596,47029,119004832
42383433730,95734,119056089
42413904693,96338,120527091
42414359951,97998,120931037
42494602580,55664,120726816
42494701695,179180,120712009
42504400701,15021,120805140
42504449139,17045,120874858
42514447251,74761,120536379
42523676642,70836,120224940
42523726340,59918,120246324
42544583928,136239,120530426
42553816971,43806,119939004
42564262508,105715,120161913
42594200025,64596,119613626
42613229187,68060,118558802
42613246715,105236,118569578
42644010678,44615,120302273
42653792947,69861,120068026
42664035897,28785,119432257
42673632565,6455,119748691
42724775604,162779,119429033
42794217513,110635,120506041
42794232056,99021,120539032
42824117761,49543,120239010
42824125571,26342,120280543
42824215625,70182,120316880
42854102544,102408,120418354
42873784789,67396,120081406
42924177213,76861,119994088
42924264163,53073,120094466
42924283587,103268,120098287
42924297784,111067,120104077
42933775827,103209,118754401
42944274258,23838,120016318
43013633588,56840,119699961
43053802813,12697,119955846
43074028301,69273,120593620
43074050513,63940,120614910
43084135359,44143,120372312
43093332866,22243,119184032
43093383142,21185,119233942
43104799404,42540,121430334
43144255595,112669,120418667
43144265935,106806,120501877
43164155450,127335,119694707
43213966824,110185,120526339
43214028442,83252,120620861
43273613778,75638,119362119
43294160191,60069,120112299
43303880960,112076,119336677
43303894358,114270,119349833
43344443848,96758,120421239
43414626807,124906,120239736
43453625848,101006,120055480
43453725591,93713,120169139
43484281903,46361,120639657
43513940745,106464,120222036
43534230831,698772,119725946
43554441658,55120,120206873
43593216254,74905,119133536
43604020475,119225,119757098
43644194031,17049,119568399
43644201234,10293,119604684
43674583936,47242,120099224
43693798974,19079,118614872
43713843444,33440,120607916
43713863610,37025,120621929
43723469979,67744,119395146
43793683978,28500,119054727
43824183263,57353,119806788
43834219113,231561,120112883
43863041293,45397,118292759
43873338487,34491,119985331
43904326851,45316,119851392
43904342802,26288,119849226
43924148984,17935,120534207
43934290638,187777,119593440
43944121247,13290,119889600
43964056266,30020,120634277
43964069391,29883,120655881
44003986283,26166,119992256
44003993490,59048,119962727
44014211221,11741,119884955
44032998691,520179,118580242
44033006677,472419,118665263
44044206210,13277,119995546
44044234041,29733,119984806
44053959737,3396,119606026
44073142860,24034,119033422
44083411409,5329,119312100
44104010323,43127,120048869
44114050503,44844,120900373
44143618417,52412,119822680
44153508443,34618,120480750
44173878169,11585,119789570
44183171523,35684,119466148
44183184812,79405,119497565
44193367088,8332,120207050
44213643217,37213,119333998
44293895841,28324,120036253
44314032457,5126,120632250
44344068612,74355,119760057
44353971954,69728,120279109
44383594277,88709,119017868
44393807882,56446,119485255
44393822768,32014,119487270
44414504637,31550,120576715
44415131061,27722,121155260
44423602102,15125,120408346
44473592204,10992,119602111
44473609123,24828,119607698
44494422516,57973,120367272
44523332383,32823,119781900
44533543291,674158,118287900
44533559958,668652,118313091
44544456887,55893,120826892
44563802828,26027,120031421
44594334096,29069,120660749
44634151693,594375,119515220
44634161536,681143,119446077
44664151235,13678,119603211
44664157439,15654,119617631
44664168200,8941,119633232
44684327659,7643,120550296
44693531661,35376,120270176
44704118532,75681,120629194
44714004059,15690,119622062
44723686517,42809,119202186
44733206706,309716,118712364
44743866705,46620,119565949
44754004647,3763,119824065
44754012779,5629,119829408
44803735915,5119,119304828
44814074101,17521,120499240
44833708371,283911,119365988
44853723111,9334,120487064
44863440421,4129,119468836
44863456889,3273,119515793
44874587599,12192,120561775
44903518403,19209,120613296
44954031980,16905,120294193
44954098263,20271,120341376
44984100220,47625,120628541
45073822718,83514,119708866
45094064843,72436,120892490
45132860770,862197,116853196
45143973097,43986,119801480
45204380229,73506,120911390
45214949779,37208,120819358
45224483297,33642,120577822
45293736674,61708,120022755
45304440506,46843,120315603
45323331026,478484,118795802
45344679457,99578,120159184
45373375689,54965,119836914
45373394935,56793,119827599
45373413571,79384,119820304
45373420539,64415,119842515
45383939934,128369,119200603
45383961468,164110,119148554
45393303270,24649,118891212
45393359124,18383,118959534
45393361475,34558,118968345
45403760487,111918,119368459
45414454508,9452611,120647685
45422939778,10739035,118444078
45444094740,29607800,120736642
45463035127,50952866,118316898
45493338196,79637193,119933884
45493407816,79655573,119984866
45493426766,79646914,120007935
45493458584,50097348,120026953
45503899976,29618979,119928726
45503939692,49721288,119958235
45513880182,39001429,120479856
45513898442,38998743,120539595
45513900849,29119197,120537632
45523642047,10406360,119862284
45543688146,32000,120712546
45543703740,47512,120735349
45563715755,31564,119601656
45584005151,9330148,120930687
45613929539,39667513,120524370
45613955957,19811737,120508865
45614002650,120080,120526822
45614009335,19825997,120596548
45633557029,756759,118847229
45633576055,947047,118676339
45633584192,931366,118705464
45664573738,57799,120870622
45674053567,41619,120102790
45694735947,38415,121023494
45694760374,10578,121036993
45703749043,20276,119685126
45714385363,18703,120708376
45714534593,40417,120813563
45733994781,10519430,120037657
45734009037,10506348,120018856
45734027988,10522835,120004616
45734032789,320733,119750139
45754163381,57627,120519617
45754195662,61169,120587991
45763802876,47995,120214976
45784086181,21068948,119489718
45793788877,9555500,119660990
45813143930,10788764,118382933
45813396856,7902,118616674
45823855395,9043890,120053661
45834009027,19786406,119452639
45834025376,19634342,119624812
45853758947,19595132,119747017
45853791435,19597976,119780666
45873854742,80425,119644188
45873866291,85873,119657769
45883686910,120211,119825075
45902877058,20912,118755619
45902892763,25890,118794406
45943398284,6420,119522971
45953874552,3324,119837063
45964012359,36753,119903712
45964030902,5216,119930587
45972844222,6780,119020699
45972876941,26499,119029115
45983407695,51186,120237102
45983426979,22365,120299823
45983507100,19521,120394162
45994806056,10757966,120933305
46003566174,31446,119768772
46014887306,27390,121155001
46023459455,9226757,120534106
46023496808,9221005,120608064
46064016756,49757121,120586010
46073363535,50977781,119470847
46084406007,20646749,120359074
46084427110,40166622,120393683
46094402342,29462526,121546763
46094418866,19015744,121538408
46104788509,29560943,121312080
46104881371,19424180,121434665
46104916752,106412,121401921
46113824099,11415289,118967036
46123623024,8744276,120017434
46134048897,2084405,116885039
46143732829,8455866,120208686
46143741410,8425216,120250813
46184212551,48965238,120156026
46193958992,49883327,120546353
46204213710,50170472,119595676
46204429563,50175309,119998622
46213939952,60149009,119524421
46213960325,51058340,119536571
46223907434,40889367,118981999
46223912564,50462690,119040588
46223919255,50456902,119035347
46233762359,49819228,119884014
46244039469,59596580,120376819
46253716314,60719457,119658539
46263482712,29860165,119722604
46263560845,38832475,119811342
46303677916,60566393,119443342
46313565017,59947149,119592526
46323514024,40152008,119061169
46323550924,51153216,119186777
46333723299,39988304,119766242
46333729174,20008219,119763178
46343514792,29954282,119601534
46343517706,14380,119595746
46343519526,19850919,119600868
46353515345,9722598,119883715
46353550247,9786378,119855828
46373871489,18635,120107986
46373903540,10448,120160669
46383352875,88732,119657674
46393567882,22579,119116487
46413758206,32052,119932837
46424280612,23079,120589713
46424291054,59006,120567114
46433777256,193444,119953949
46454203713,16921,120465531
46454211165,19311,120471279
46464226908,9730,120696716
46464249431,4082,120714368
46474237903,2239,120674120
46474294326,8415,120723217
46474304572,10178,120732250
46515298770,9010,121656766
46524038606,19756,119854389
46524050457,25965,119842294
46563938795,58537,120574854
46573534783,10218,119311731
46583862945,13946,119576881
46594210944,6163,119875791
46594283448,7223,119978751
46623866508,24197,119678865
46623873818,43068,119708862
46623875316,48042,119670177
46653746110,61884,119580006
46673978714,72529,119862883
46674018475,56353,119962664
46683417766,12162,119460251
46693719598,12745,120159915
46703751644,14912,119811770
46734225131,746240,118146111
46754220477,67884,120387823
46754259415,66136,120403967
46754261878,44579,120429570
46765079276,17803,121246015
46765139595,33186,121515981
46765155458,36237,121545607
46765159186,66424,121519202
46793603384,54724,119561346
46793623255,64758,119577826
46815056883,32161,121319076
46815062120,33101,121329380
46833846268,543564,119000847
46833903543,582320,119102815
46875892945,20087,121564683
46875900086,17543,121557812
46875902051,19730,121558972
46875903935,35794,121544066
46875916312,27723,121539092
46890804143,153039,125616450
46892885993,48771,118999553
46892907994,31516,119017610
46903388530,20739,111904639
46903449453,47220,111949312
46903492747,62494,111959878
46903495156,56900,111975587
46927355207,36876,122683981
46934676781,78104,119486856
46954235807,8227,120294483
46954252021,9479,120319280
46998261719,35547,132134176
46998298398,63616,122340644
47005460681,12362,114543300
47006167719,13863,115263023
47033890596,13370,118059715
47033931368,15310,118104187
47044385501,193747,116941744
47044561126,192056,117114894
47044625150,201228,117185478
47054084659,34782,119384121
47054101567,31285,119411274
47064305740,279641,115800630
47064329311,167658,115777867
47064331190,170245,115778579
47064343470,94251,115671689
47064345593,164159,115800574
47064407413,120072,115649534
47064471627,151098,115734481
47074157001,5672016,119901904
47074163585,34952,119907230
47114686233,21927211,116381874
47114705065,15199791,109211889
47114708317,9603727,108522255
47114837307,18423460,116522128
47153617878,37300682,119695571
47153626613,37338836,119675778
47163595691,47873783,119065940
47163636850,30030494,119017135
47163660707,198633,118993034
47193417799,3418,119130796
47193454622,9349,119249176
47193458747,13661,119259942
47193460109,30614,119244239
47203552389,47594,119551158
47214432658,78430,121187790
47214465578,18097,121261106
47233848646,821722,118270970
47253559812,54205,119695232
47265462828,62435,121673586
47273449346,25198,119749496
47283615337,49953,119946084
47283627600,65625,119944878
47283635312,72351,119947069
47293785269,41517,120142939
47293895274,58795,120175722
47324174260,18859,120598799
47333384673,82593,115230929
47344759948,30029,118253706
47384471723,18715,118942394
47394268642,201507,120706057
47394287789,199927,120736658
47404426296,6984,120760351
47423891505,381670,119935147
47423902094,365115,119979996
47444170063,34392,119948840
47454471169,6756,121054017
47454478443,9971,121084361
47464083663,30640,119314429
47464103848,24453,119337433
47464108090,25230,119340234
47464114102,26080,119346640
47494104950,16240,119863741
47514221567,26064,119913228
47514279740,21204,120002336
47523971481,64852,119509344
47553901076,76906,120684777
47563015837,5457,118801950
47573792510,55449,119292527
47583603585,14933,119454848
47614138534,15597,119961481
47623730313,68982,119248007
47633020722,329982,118726314
47653675493,21675,119517973
47653721502,50997,119578583
47673254471,36330,119376346
47673262321,50442,119367590
47673273985,42124,119388939
47684283070,43866,121212258
47684296359,41512,121242383
47734406248,909665,120094733
47764439827,58566,120908016
47774123447,24954,120333492
47774145193,2923,120364705
47783289512,25232,120489260
47793888617,15163,120596002
47793909983,12972,120611430
47814074927,72585,119421207
47814329205,50655,119686316
47823731479,16464,119300420
47833089598,776504,117230652
47833096909,903032,117111368
47854039427,3347,119599289
47854052648,6815,119605509
47854104088,2945,119651932
47873061633,52296,119502753
47873074086,49067,119546850
47873076765,68523,119511251
47883906386,20000,119441595
47893783876,32866,119616596
47933809217,248008,119463530
47943436708,5364,119685826
47963721266,5858,109611854
47963725991,35506,119558380
47983531700,20959,119843491
47983558316,20056,119906700
47994820706,139006,121481125
48004700741,15656,120772530
48004732430,58696,120792097
48004762987,9701,120864228
48043201862,53229,119317747
48064500865,3898,121052529
48074080304,17526,120341426
48074091168,52879,120316858
48074094760,38113,120333880
48084818050,38663,121051456
48084829130,39352,121066248
48093162855,33947,119392282
48123755915,136541,118945913
48153256470,47521,119329459
48153260960,87529,119346045
48153262276,65349,119319781
48164101715,13761,120843850
48183490424,10703,119028852
48183514773,14230,119055824
48183568189,45166,119069284
48194732237,6848,120618361
48203667927,30589,118813271
48214840168,65430,121583263
48253339936,24437,118724703
48253352530,4647,118742284
48253362597,18120,118735484
48263881413,20298,119819797
48273413974,2800,120126850
48304727410,41505,121165813
48304733595,43115,121180276
48304748420,44479,121191410
48304751057,48053,121192146
48313580349,5825,118804211
48324325139,6938,120629717
48334369498,503652,119445120
48334398022,504613,119473937
48354254040,25448,119585756
48354263982,31202,119567996
48354268106,24980,119583271
48374562774,13408,121157745
48384205594,44352,120301846
48384229218,61013,120311932
48384232361,59583,120314904
48415980748,29397,122525860
48423040867,6571,118274218
48453875591,7427,119417457
48493653427,74608,118892640
48493661369,112376,118918081
48493674837,129447,118865462
48502833684,22859,118595243
48514128014,61771,120102608
48514196168,29750,120233137
48523806544,47017,120461516
48533597374,1106837,117498692
48533605321,1133077,117484993
48553699651,6891,119685528
48563826327,32016,119953024
48583687130,81184,119833083
48583697577,63115,119906430
48583720833,135491,119798402
48583728568,136678,119825355
48605485318,32511,121289971
48653352521,4882,119718782
48664487788,35916,121736585
48664530679,25901,121792597
48674358727,22975,120634005
48684118979,5135,120262308
48684128750,9010,120269038
48704347238,6075,120612805
48704349624,11391,120612322
48704398135,23888,120647021
48704399116,31218,120641629
48704400183,33543,120637355
48723271439,15579,117678600
48763750755,31313,120540558
48785217684,2056,120638529
48785254212,1176,120696219
48785301894,3596,120694938
48803003012,10411,118828895
48803011824,6493,118841291
48814271235,47350,120779167
48814332734,54505,120799083
48814660143,71582,121097687
48823803470,1684,119393416
48833883798,668479,118270231
48843698045,35841,120416495
48852910419,35936,118570934
48852914047,70459,118539849
48852915310,48711,118583797
48863644841,48060,119543307
48872985178,20440,118717582
48895035787,45886,121992976
48895054064,31187,122002413
48923385358,7057,120329695
48923392092,8166,120322022
48943590590,13570,119770350
48963711684,5866,119949634
48983526880,3001,119845342
48983571404,8060,119909602
49003720156,45251,120080663
49003735114,11207,120101272
49014625492,50139,119409538
49014714123,75693,119516415
49014723202,48990,119558320
49044170879,18411,120773150
49064379954,16596,120775770
49074062315,10014,119911643
49084400233,32646,120701777
49084411094,38581,120708835
49094296649,45646,120966605
49094303113,32220,120969013
49113913710,21521,120356715
49115002682,41090,121378668
49123262748,37462,119426471
49123276791,8719,119504256
49134109246,826968,119365222
49144137992,20884,120622478
49154096359,20428,119631053
49164103733,16568,119873721
49164110669,8401,119895744
49183188314,3590,118720959
49193954382,26526,119755593
49193963281,30802,119829632
49214230449,7406,119879840
49214273090,7082,119915827
49234155900,1107450,119107212
49254504031,27493,120369440
49273908161,2290,119756829
49283814930,20681,119647231
49293494895,24960,119710129
49313943625,4010,119922662
49333657596,384252,119404207
49333664963,385072,119412777
49343534402,24455,119610999
49343537836,10784,119613383
49353564864,12313,119399876
49363269751,59760,119160754
49404250001,115421,120103162
49404254404,63781,120049151
49404266731,81929,120029969
49404267767,103164,119961722
49404271608,94183,119974975
49413474961,4689,119962456
49424289138,35970,120423770
49424330285,18483,120473714
49434774826,241328,120777108
49454639388,8540,120966298
49454643594,7842,120976459
49463965931,7595,120417004
49463976348,4637,120435029
49484245342,18622,120947286
49494179357,55914,120384385
49494191795,35891,120444591
49503936398,14822,120594697
49513978969,16292,119700270
49524114216,2249,119834934
49534192532,264562,120413044
49544054329,22350,119734499
49544058871,24063,119740062
49544060361,25015,119739527
49544075600,26138,119740740
49553711501,199945,118741564
49553718076,243006,118710730
49563219234,53152,119861545
49563224761,33625,119903162
49593903091,61837,119682013
49604473694,19122,120203929
49604491062,27292,120223854
49604493502,26275,120231462
49614101818,21828,119906673
49653734926,3967,119504334
49653758213,3455,119501969
49663119976,1428,119029951
49673755651,2514,120014351
49683249073,13943,119985663
49683287411,12825,120018297
49693730514,12853,119757742
49703922069,95726,119573830
49703966079,40804,119739781
49703980828,100785,119694039
49723627598,16291,119079299
49723670177,17154,119131577
49723671605,4257,119077554
49744858010,20703,120926160
49753646287,35366,119796325
49784981837,10321,121835749
49785095908,22858,121950265
49785125406,25545,121975097
49793402951,11183,119622577
49793409103,30995,119618834
49793410383,54133,119592839
49793416949,18272,119638895
49793419747,24408,119636459
49804254571,36976,120901069
49814356429,21883,120582600
49824346621,107429,120357642
49863989214,9426,119073465
49873290424,36577,119626261
49873298865,40523,119639651
49883930702,27655,119504582
49883945451,30439,119507918
49914683595,13824,121214661
49914725301,19456,121278468
49943301547,34291,118954483
49943309599,49394,118972173
49953653474,56102,119272962
49963024487,22350,118455396
49963028405,34992,118428936
49974070231,17866,120322787
50003910509,37671,119919078
50023346253,32133,119150136
50023364502,33381,119167244
50023369859,28781,119186319
50035002024,1115302,119219559
50043771055,10909,120780889
50043802757,55929,120766835
50053699447,177659,119635768
50063655506,2846,120315880
50063661750,11673,120338183
50072997866,7358,119305929
50083715730,2248,120678254
50093376262,1415,119254730
50113493261,61752,120203775
50113936563,42042,120576052
50154244638,7476,119183858
50174098038,8722,120338876
50183538459,16645,119858179
50193167204,14789,120136201
50214417215,4567,121016989
50214505538,1692,121112441
50234023232,541671,119993547
50253909172,11528,120334699
50263829219,25080,120409423
50274410926,20588,120143155
50274437773,15378,120185164
50293901884,166325,119479475
50293920553,70653,119490083
50293923794,89664,119472100
50293926094,98609,119466609
50293928848,29841,119457434
50313931658,37006,120721516
50323813991,168802,118250179
50323822913,454992,118319140
50333764387,223195,118616292
50343673836,28956,119682280
50343700660,55478,119667768
50373696432,6276,119706768
50383561879,9130,119668789
50393094472,18290,118543949
50403490858,153357,118551091
50403502772,73250,118538345
50414099192,6283,120142850
50423745517,72616,119963639
50423766666,37388,119955915
50443737013,6408,119845491
50463437464,2491,119684738
50463471076,4496,119718158
50473713704,76546,120067835
50513786788,18193,120646780
50513829759,28129,120700068
50523947548,18276,120408464
50554346640,38897,119812839
50554351927,50204,119866916
50554376524,99128,119805765
50564388434,21458,120639548
50573981853,92999,119845301
50573988443,21479,119837299
50573995959,26339,119841573
50583263410,49363,119766873
50594282934,6285,120560089
50594289359,22670,120551366
50615026958,59210,121025762
50624196911,18422,120923120
50634160309,251596,120325913
50653805729,76532,120344148
50664168677,6420,119790770
50664184548,4555,119811676
50664194824,3904,119826668
50683196010,48738,118760719
50683205088,12611,118810645
50703653756,15828,120211252
50714270597,6195,119927154
50714295885,9334,119985714
50723877400,120970,118971377
50723882161,67232,118976774
50723883788,97144,118947453
50723895248,69792,118921784
50723897067,80980,118977592
50723900353,49891,118956390
50733681385,475545,118590730
50763551608,19897,119453145
50763557181,16325,119479153
50773302842,25798,119413013
50783888689,3361,119639801
50803746069,15524,120506436
50803771707,14871,120539385
50863249271,21169,119891388
50873531335,34882,119036372
50873536751,37324,119050610
50873546970,56596,119039979
50873548139,38645,119060594
50884232874,25487,120633560
50884242931,16995,120636919
50884272311,15729,120667504
50893611167,125917,120261598
50893618760,158205,120262838
50903230498,73047,119294379
50903257068,93280,119304986
50914683426,55019,120781480
50915441148,23833,121455675
50934926481,241743,120951423
50943927735,44672,120923591
50974234160,55080,120630230
50993528046,3671,119953459
50993548998,3241,119978523
51004220807,33469,119937452
51014980012,3966,121304390
51034417179,730172,118849140
51044170217,77261,120691221
51054164271,14002,119215518
51054171423,19734,119216635
51054177146,27550,119215656
51063418564,3416,119446769
51083981811,81909,119601906
51083990209,57558,119672159
51094505523,4032,120221878
51123689538,29969,119441218
51132935726,817585,116847406
51143485546,58955,119278681
51153833706,67465,119368816
51153849523,75098,119377978
51153856752,106409,119353945
51163492885,21020,119254990
51163498355,11755,119270854
51183718907,27769,120183446
51183729238,10426,120208431
51193722361,55277,119434431
51203918308,9484,119870967
51213554012,31106,119025202
51233566551,263770,119706241
51243114344,24521,119409671
51243129196,28266,119412903
51274120486,4753,120215032
51283136322,1808,119627572
51283147399,2021,119639838
51324414929,49707,120466747
51354305499,24796,120717507
51354312543,28962,120723993
51363900291,22020,120754260
51363946033,24714,120804256
51363992446,26037,120847017
51363994281,29982,120847057
51373250958,43310,119435425
51393992383,65088,119904090
51403766477,23465,120594786
51423804955,66618,119377661
51433360771,339192,118648715
51443707522,6142,119262754
51453648238,62262,119606257
51453663176,40488,119613206
51453666070,44603,119612948
51483809029,24872,119834451
51483847558,45437,119859635
51483854143,59255,119847183
51483879610,38480,119896529
51493559560,2582,120273744
51514459348,53394,120378251
51514517657,10672,120547849
51514526017,43574,120517204
51534894830,538521,120164706
51554075786,8800,120662372
51554091990,20991,120668598
51563752277,7250,119963867
51563766493,12547,119997268
51563788380,17600,120012677
51573702018,5241,120000593
51573706235,6195,120017265
51573711849,27409,119987058
51573713055,15138,120000844
51603958031,30148363,120108519
51603982087,20269869,120130102
51603986701,20271572,120129619
51603997070,20302828,120109888
51613990577,19990971,120399869
51634509134,30646932,119998107
51634553739,10186782,120017591
51634564146,20965377,120043655
51653759467,30585997,118814414
51674535945,49731525,120433961
51674569397,39963095,120475166
51683731254,49629431,119965318
51683753455,49648658,119964758
51683757623,28892632,119967330
51693651629,3200,119932462
51693674076,3017,119956708
51693676227,19592684,119969748
51713806749,67699,119362082
51724649406,3967,120634453
51724656537,5919,120648521
51724760982,5811,120747343
51724770806,3593,120761024
51743829264,43397,119756398
51753089620,44534,118508005
51753108591,40738,118534835
